Country/Area,Technology,Grid Connection,Year,Heat Generation (TJ)
Ukraine,Coal and peat,Combined Heat and Power (CHP),2019,41181.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2020,35488.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2021,35488.0
Ukraine,Coal and peat,Combined Heat and Power (CHP),2022,35488.0
Ukraine,Oil,Heat (Commercial),2000,23433.0
Ukraine,Oil,Heat (Commercial),2001,21621.0
Ukraine,Oil,Heat (Commercial),2002,11173.0
Ukraine,Oil,Heat (Commercial),2003,6262.0
Ukraine,Oil,Heat (Commercial),2004,33.0
Ukraine,Oil,Heat (Commercial),2005,33.0
Ukraine,Oil,Heat (Commercial),2006,33.0
Ukraine,Oil,Heat (Commercial),2007,4284.0
Ukraine,Oil,Heat (Commercial),2008,3278.0
Ukraine,Oil,Heat (Commercial),2009,5113.0
Ukraine,Oil,Heat (Commercial),2010,3421.0
Ukraine,Oil,Heat (Commercial),2011,3294.0
Ukraine,Oil,Heat (Commercial),2012,3435.0
Ukraine,Oil,Heat (Commercial),2013,4338.0
Ukraine,Oil,Heat (Commercial),2014,2601.0
Ukraine,Oil,Heat (Commercial),2015,3822.0
Ukraine,Oil,Heat (Commercial),2016,29577.0
Ukraine,Oil,Heat (Commercial),2017,1469.0
Ukraine,Oil,Heat (Commercial),2018,1209.0
Ukraine,Oil,Heat (Commercial),2019,1050.0
Ukraine,Oil,Heat (Commercial),2020,1073.0
Ukraine,Oil,Heat (Commercial),2021,1073.0
Ukraine,Oil,Heat (Commercial),2022,1073.0
Ukraine,Oil,Combined Heat and Power (CHP),2000,2914.0
Ukraine,Oil,Combined Heat and Power (CHP),2001,2192.0
Ukraine,Oil,Combined Heat and Power (CHP),2002,1466.0
Ukraine,Oil,Combined Heat and Power (CHP),2003,714.0
Ukraine,Oil,Combined Heat and Power (CHP),2004,135.0
Ukraine,Oil,Combined Heat and Power (CHP),2005,366.0
Ukraine,Oil,Combined Heat and Power (CHP),2006,231.0
Ukraine,Oil,Combined Heat and Power (CHP),2007,3021.0
Ukraine,Oil,Combined Heat and Power (CHP),2008,5839.0
Ukraine,Oil,Combined Heat and Power (CHP),2009,24727.0
Ukraine,Oil,Combined Heat and Power (CHP),2010,4607.0
Ukraine,Oil,Combined Heat and Power (CHP),2011,2107.0
Ukraine,Oil,Combined Heat and Power (CHP),2012,1508.0
Ukraine,Oil,Combined Heat and Power (CHP),2013,1456.0
Ukraine,Oil,Combined Heat and Power (CHP),2014,1457.0
Ukraine,Oil,Combined Heat and Power (CHP),2015,4021.0
Ukraine,Oil,Combined Heat and Power (CHP),2016,11860.0
Ukraine,Oil,Combined Heat and Power (CHP),2017,11509.0
Ukraine,Oil,Combined Heat and Power (CHP),2018,2113.0
Ukraine,Oil,Combined Heat and Power (CHP),2019,894.0
Ukraine,Oil,Combined Heat and Power (CHP),2020,1120.0
Ukraine,Oil,Combined Heat and Power (CHP),2021,1120.0
Ukraine,Oil,Combined Heat and Power (CHP),2022,1120.0
Ukraine,Natural gas,Heat (Commercial),2000,611278.0
Ukraine,Natural gas,Heat (Commercial),2001,630274.0
Ukraine,Natural gas,Heat (Commercial),2002,660790.0
Ukraine,Natural gas,Heat (Commercial),2003,630475.0
Ukraine,Natural gas,Heat (Commercial),2004,604794.0
Ukraine,Natural gas,Heat (Commercial),2005,523824.0
Ukraine,Natural gas,Heat (Commercial),2006,479527.0
Ukraine,Natural gas,Heat (Commercial),2007,390584.0
Ukraine,Natural gas,Heat (Commercial),2008,364544.0
Ukraine,Natural gas,Heat (Commercial),2009,338381.0
Ukraine,Natural gas,Heat (Commercial),2010,368644.0
Ukraine,Natural gas,Heat (Commercial),2011,373370.0
Ukraine,Natural gas,Heat (Commercial),2012,348681.0
Ukraine,Natural gas,Heat (Commercial),2013,310913.0
Ukraine,Natural gas,Heat (Commercial),2014,220346.0
Ukraine,Natural gas,Heat (Commercial),2015,190275.0
Ukraine,Natural gas,Heat (Commercial),2016,190150.0
Ukraine,Natural gas,Heat (Commercial),2017,185116.0
Ukraine,Natural gas,Heat (Commercial),2018,198006.0
Ukraine,Natural gas,Heat (Commercial),2019,188087.0
Ukraine,Natural gas,Heat (Commercial),2020,196852.0
Ukraine,Natural gas,Heat (Commercial),2021,196852.0
Ukraine,Natural gas,Heat (Commercial),2022,196852.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2000,101192.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2001,100140.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2002,96168.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2003,74738.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2004,89299.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2005,171158.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2006,139905.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2007,138648.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2008,146135.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2009,94305.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2010,141880.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2011,136905.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2012,137591.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2013,115705.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2014,96119.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2015,78733.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2016,74461.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2017,74753.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2018,78856.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2019,63957.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2020,75260.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2021,75260.0
Ukraine,Natural gas,Combined Heat and Power (CHP),2022,75260.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2007,6541.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2008,6402.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2009,6412.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2010,6413.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2011,6403.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2012,6805.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2013,6839.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2014,6565.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2015,6234.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2016,6339.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2017,6329.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2018,6476.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2019,6041.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2020,5809.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2021,5809.0
Ukraine,Nuclear,Combined Heat and Power (CHP),2022,5809.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2013,41892.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2014,31200.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2015,16394.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2016,19073.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2017,17699.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2018,23720.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2019,29050.1
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2020,25197.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2021,25197.0
Ukraine,Other non-renewable energy,Combined Heat and Power (CHP),2022,25197.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2008,47.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2009,648.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2010,40.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2011,970.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2012,761.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2013,178.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2014,111.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2015,2962.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2016,3349.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2017,2867.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2018,4224.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2019,3754.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2020,3653.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2021,4074.0
United Kingdom of Great Britain and Northern Ireland (the),Solid biofuels,Heat (Commercial),2022,4018.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2010,289.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2011,413.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2012,519.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2013,195.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2014,501.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2015,175.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2016,365.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2017,462.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2018,273.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2019,243.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2020,494.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2021,518.0
United Kingdom of Great Britain and Northern Ireland (the),Renewable municipal waste,Heat (Commercial),2022,684.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2000,19641.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2001,16658.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2002,22576.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2003,14547.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2004,8482.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2005,8579.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2006,8376.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2007,8906.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2008,9094.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2009,8090.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2010,8134.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2011,9533.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2012,8486.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2013,6952.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2014,4443.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2015,124.0
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2016,125.232
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2017,132.792
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2018,137.396
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2019,140.905
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2020,141.269
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2021,142.069
United Kingdom of Great Britain and Northern Ireland (the),Coal and peat,Heat (Commercial),2022,109.714
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2000,20757.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2001,20093.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2002,8001.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2003,5274.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2004,1719.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2005,1665.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2006,1611.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2007,1614.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2008,1650.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2009,1504.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2010,1588.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2011,1807.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2012,1728.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2013,1441.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2014,1605.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2015,1179.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2016,1131.0
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2017,1232.45
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2018,1334.96
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2019,1247.34
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2020,1143.11
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2021,1416.69
United Kingdom of Great Britain and Northern Ireland (the),Oil,Heat (Commercial),2022,1878.16
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2000,61712.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2001,55108.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2002,56440.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2003,55292.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2004,43180.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2005,46905.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2006,44649.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2007,48336.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2008,52273.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2009,43139.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2010,46318.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2011,44718.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2012,45407.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2013,47673.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2014,51907.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2015,58472.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2016,59791.0
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2017,60727.5
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2018,61729.8
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2019,60695.1
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2020,60337.5
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2021,59458.8
United Kingdom of Great Britain and Northern Ireland (the),Natural gas,Heat (Commercial),2022,57510.4
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2008,1192.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2009,1114.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2010,597.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2011,692.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2012,796.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2013,191.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2014,523.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2015,175.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2016,365.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2017,462.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2018,273.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2019,243.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2020,494.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2021,518.0
United Kingdom of Great Britain and Northern Ireland (the),Other non-renewable energy,Heat (Commercial),2022,684.0
United States of America (the),Solid biofuels,Combined Heat and Power (CHP),2000,9489.0
United States of America (the),Solid biofuels,Combined Heat and Power (CHP),2001,8268.0
United States of America (the),Solid biofuels,Combined Heat and Power (CHP),2002,10836.0
